7.easyfig.fa	8.easyfig.fa	99.915	1170	0	1	9761	10930	14397	13229	0.0	2103
7.easyfig.fa	8.easyfig.fa	98.039	51	0	1	13732	13782	14348	14397	1.43e-17	85.1
7.easyfig.fa	8.easyfig.fa	100.000	42	0	0	13814	13855	6580	6539	2.12e-15	77.0
7.easyfig.fa	8.easyfig.fa	100.000	38	0	0	9692	9729	6543	6580	3.14e-13	69.8
7.easyfig.fa	8.easyfig.fa	83.333	36	6	0	4626	4661	6543	6578	5.32e-04	39.2
7.easyfig.fa	8.easyfig.fa	83.333	30	5	0	12911	12940	4220	4191	0.079	32.8
7.easyfig.fa	8.easyfig.fa	82.759	29	5	0	10927	10955	4219	4191	0.28	31.0
7.easyfig.fa	8.easyfig.fa	100.000	15	0	0	10293	10307	523	509	0.96	28.3
7.easyfig.fa	8.easyfig.fa	86.364	22	3	0	13718	13739	4206	4227	3.4	27.4
7.easyfig.fa	8.easyfig.fa	86.364	22	3	0	17449	17470	7944	7923	3.4	27.4
7.easyfig.fa	8.easyfig.fa	94.118	17	1	0	14657	14673	12065	12049	3.4	27.4
7.easyfig.fa	8.easyfig.fa	100.000	14	0	0	11733	11746	4206	4219	3.4	26.5
7.easyfig.fa	8.easyfig.fa	100.000	14	0	0	4780	4793	8451	8438	3.4	26.5
7.easyfig.fa	8.easyfig.fa	89.474	19	2	0	18972	18990	8758	8776	3.4	26.5
7.easyfig.fa	8.easyfig.fa	100.000	14	0	0	9962	9975	10822	10835	3.4	26.5
7.easyfig.fa	8.easyfig.fa	100.000	14	0	0	4808	4821	12609	12596	3.4	26.5
7.easyfig.fa	8.easyfig.fa	100.000	14	0	0	16789	16802	13006	12993	3.4	26.5
