Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
61-0073-EAEC-V1-col3A	KAFNHOEJ_02050	NODE_10_length_158508_cov_16.646767	52772	53038	-	ymgB	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID	NA	NA	EXACTP	88	88	100.00	100.00	88	AAC74250.1	biofilm/acid-resistance regulator AriR	NA	NA
61-0073-EAEC-V1-col3A	KAFNHOEJ_02550	NODE_13_length_138903_cov_15.555357	120606	120914	-	asr	acid resistance repetitive basic protein Asr	plus	STRESS	ACID	NA	NA	EXACTP	102	102	100.00	100.00	102	BAA15331.2	acid resistance repetitive basic protein Asr	NF033636.1	acid resistance repetitive basic protein Asr
61-0073-EAEC-V1-col3A	KAFNHOEJ_02758	NODE_15_length_125526_cov_19.527744	58882	59784	-	fieF	CDF family cation-efflux transporter FieF	plus	STRESS	METAL	NA	NA	EXACTP	300	300	100.00	100.00	300	BAE77395.1	CDF family cation-efflux transporter FieF	NA	NA
61-0073-EAEC-V1-col3A	KAFNHOEJ_02959	NODE_17_length_109420_cov_19.033793	21604	22788	+	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTP	394	394	100.00	100.00	394	BAE77620.1	multidrug efflux MFS transporter EmrD	NA	NA
61-0073-EAEC-V1-col3A	KAFNHOEJ_00302	NODE_1_length_317573_cov_19.117709	309077	312181	+	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	1034	1034	100.00	99.90	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF	NA	NA
61-0073-EAEC-V1-col3A	KAFNHOEJ_03297	NODE_21_length_74292_cov_18.290777	24928	28416	+	fdeC	intimin-like adhesin FdeC	plus	VIRULENCE	VIRULENCE	NA	NA	INTERNAL_STOP	1162	1416	81.92	93.53	1160	ABE05822.1	intimin-like adhesin FdeC	NA	NA
61-0073-EAEC-V1-col3A	KAFNHOEJ_03687	NODE_27_length_54485_cov_19.685671	45438	46697	-	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	419	410	98.29	97.52	403	AAC77293.1	multidrug efflux MFS transporter MdtM	NA	NA
61-0073-EAEC-V1-col3A	KAFNHOEJ_04020	NODE_35_length_40583_cov_38.509727	15572	16810	-	aatA	dispersin export ABC transporter outer membrane protein AatA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	412	412	100.00	99.76	412	CAU95796.1	dispersin export ABC transporter outer membrane protein AatA	NA	NA
61-0073-EAEC-V1-col3A	KAFNHOEJ_04026	NODE_35_length_40583_cov_38.509727	22234	22434	-	aar	AggR-activated transcriptional regulator Aar	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTP	66	66	100.00	100.00	66	ASK37426.1	AggR-activated transcriptional regulator Aar	NA	NA
61-0073-EAEC-V1-col3A	KAFNHOEJ_04027	NODE_35_length_40583_cov_38.509727	23165	23515	+	aap	dispersin Aap	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	116	116	100.00	96.55	116	CBG27807.1	dispersin Aap	NA	NA
61-0073-EAEC-V1-col3A	KAFNHOEJ_04028	NODE_35_length_40583_cov_38.509727	24353	25150	+	aggR	aggregative adherence transcriptional regulator AggR	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTP	265	265	100.00	100.00	265	CAA83535.1	aggregative adherence transcriptional regulator AggR	NA	NA
61-0073-EAEC-V1-col3A	KAFNHOEJ_04042	NODE_35_length_40583_cov_38.509727	34644	35147	-	aggA	aggregative adherence fimbria I major subunit AggA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	167	167	98.20	98.78	164	CAA77068.1	aggregative adherence fimbria I major subunit AggA	NA	NA
61-0073-EAEC-V1-col3A	KAFNHOEJ_04043	NODE_35_length_40583_cov_38.509727	35248	35685	-	aggB	aggregative adherence fimbria I minor subunit AggB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTP	145	145	100.00	100.00	145	EHF16297.1	aggregative adherence fimbria I minor subunit AggB	NA	NA
61-0073-EAEC-V1-col3A	KAFNHOEJ_04044	NODE_35_length_40583_cov_38.509727	35699	38083	-	aggC	aggregative adherence fimbria I usher protein AggC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	794	842	94.30	99.75	794	AAA57452.1	aggregative adherence fimbria I usher protein AggC	NA	NA
