Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
61-0631-EIEC-V1B	GEBBLLBM_02810	NODE_19_length_93497_cov_24.037990	55376	59941	+	sslE	lipoprotein metalloprotease SslE	plus	VIRULENCE	VIRULENCE	NA	NA	HMM	1521	1520	100.00	86.07	1522	ADE89421.1	lipoprotein metalloprotease SslE	NF037973.1	lipoprotein metalloprotease SslE
61-0631-EIEC-V1B	GEBBLLBM_00122	NODE_1_length_293675_cov_24.084851	129063	130196	+	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	377	377	100.00	98.41	377	WP_063610930.1	extended-spectrum class C beta-lactamase EC-15	NF000185.2	BlaEC family class C beta-lactamase
61-0631-EIEC-V1B	GEBBLLBM_03004	NODE_22_length_73791_cov_23.223947	13292	14194	+	fieF	CDF family cation-efflux transporter FieF	plus	STRESS	METAL	NA	NA	EXACTP	300	300	100.00	100.00	300	BAE77395.1	CDF family cation-efflux transporter FieF	NA	NA
61-0631-EIEC-V1B	GEBBLLBM_03253	NODE_25_length_65828_cov_24.015787	44366	45550	-	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTP	394	394	100.00	100.00	394	BAE77620.1	multidrug efflux MFS transporter EmrD	NA	NA
61-0631-EIEC-V1B	GEBBLLBM_00478	NODE_2_length_253177_cov_22.077365	206878	207144	-	ymgB	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID	NA	NA	EXACTP	88	88	100.00	100.00	88	AAC74250.1	biofilm/acid-resistance regulator AriR	NA	NA
61-0631-EIEC-V1B	GEBBLLBM_03652	NODE_33_length_46697_cov_26.204912	72	4328	-	fdeC	intimin-like adhesin FdeC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	1418	1416	100.00	95.06	1416	ABE05822.1	intimin-like adhesin FdeC	NA	NA
61-0631-EIEC-V1B	GEBBLLBM_03772	NODE_35_length_43943_cov_25.480281	41392	42624	-	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTP	410	410	100.00	100.00	410	AAC77293.1	multidrug efflux MFS transporter MdtM	NA	NA
61-0631-EIEC-V1B	GEBBLLBM_03846	NODE_37_length_40678_cov_24.343834	7835	8167	-	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	BLASTP	110	110	100.00	98.18	110	CAA77936.1	multidrug efflux SMR transporter EmrE	NF000336.1	multidrug efflux SMR transporter EmrE
61-0631-EIEC-V1B	GEBBLLBM_00748	NODE_3_length_230507_cov_24.896606	222204	225308	+	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	1034	1034	100.00	99.42	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF	NA	NA
61-0631-EIEC-V1B	GEBBLLBM_00955	NODE_5_length_196317_cov_24.788086	14619	15044	-	arsC	glutaredoxin-dependent arsenate reductase	plus	STRESS	METAL	ARSENIC	ARSENATE	BLASTP	141	141	100.00	94.33	141	AAA21096.1	glutaredoxin-dependent arsenate reductase	NF007456.1	glutaredoxin-dependent arsenate reductase
61-0631-EIEC-V1B	GEBBLLBM_00957	NODE_5_length_196317_cov_24.788086	16400	16753	-	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL	ARSENIC	ARSENIC	EXACTP	117	117	100.00	100.00	117	BAE77793.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NA	NA
61-0631-EIEC-V1B	NA	NODE_69_length_6712_cov_30.898719	5559	6644	-	espX1	type III secretion system effector EspX1	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIALX	362	473	76.53	89.23	362	ADD54679.1	type III secretion system effector EspX1	NA	NA
61-0631-EIEC-V1B	GEBBLLBM_01128	NODE_6_length_194228_cov_21.374513	12569	12877	+	asr	acid resistance repetitive basic protein Asr	plus	STRESS	ACID	NA	NA	BLASTP	102	102	100.00	96.08	102	BAA15331.2	acid resistance repetitive basic protein Asr	NF033636.1	acid resistance repetitive basic protein Asr
61-0631-EIEC-V1B	GEBBLLBM_04550	NODE_73_length_5666_cov_51.300590	409	759	+	aap	dispersin Aap	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	116	116	100.00	95.69	116	CBG27807.1	dispersin Aap	NA	NA
61-0631-EIEC-V1B	NA	NODE_73_length_5666_cov_51.300590	1196	1309	-	astA	heat-stable enterotoxin EAST1	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	38	38	100.00	94.74	38	AAM88299.1	heat-stable enterotoxin EAST1	NA	NA
61-0631-EIEC-V1B	GEBBLLBM_04567	NODE_75_length_4441_cov_20.953712	3069	3362	+	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTP	97	97	100.00	100.00	97	CAR12622.1	increased serum survival lipoprotein Iss	NA	NA
61-0631-EIEC-V1B	GEBBLLBM_01330	NODE_7_length_164905_cov_21.685108	21407	21739	+	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	BLASTP	110	110	100.00	98.18	110	CAA77936.1	multidrug efflux SMR transporter EmrE	NF000336.1	multidrug efflux SMR transporter EmrE
