Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
61-0631-EIEC-V5-col2B	BCLNLJ_01735	contig_1	329962	330270	-	asr	acid resistance repetitive basic protein Asr	plus	STRESS	ACID	NA	NA	BLASTP	102	102	100.00	98.04	102	BAA15331.2	acid resistance repetitive basic protein Asr	NF033636.1	acid resistance repetitive basic protein Asr
61-0631-EIEC-V5-col2B	BCLNLJ_11185	contig_10	160407	160841	-	pcoE	copper resistance system metallochaperone PcoE	plus	STRESS	METAL	COPPER	COPPER	BLASTP	144	144	100.00	92.36	144	CAA58532.1	copper resistance system metallochaperone PcoE	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_11190	contig_10	161059	162405	-	pcoS	copper resistance membrane spanning protein PcoS	plus	STRESS	METAL	COPPER	COPPER	BLASTP	448	466	96.14	99.55	448	CAA58530.1	copper resistance membrane spanning protein PcoS	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_12005	contig_12	5369	8473	-	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	1034	1034	100.00	99.61	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_13455	contig_14	38638	42894	+	fdeC	intimin-like adhesin FdeC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	1418	1416	100.00	94.21	1416	ABE05822.1	intimin-like adhesin FdeC	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_16020	contig_19	65441	66343	+	fieF	CDF family cation-efflux transporter FieF	plus	STRESS	METAL	NA	NA	BLASTP	300	300	100.00	99.67	300	BAE77395.1	CDF family cation-efflux transporter FieF	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_16660	contig_21	31520	32752	-	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	410	410	100.00	97.80	410	AAC77293.1	multidrug efflux MFS transporter MdtM	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_17400	contig_23	38668	39240	-	lpfA	long polar fimbria major subunit LpfA-O113	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTP	190	190	100.00	100.00	190	AAT76975.1	long polar fimbria major subunit LpfA-O113	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_18260	contig_26	41410	43122	+	ybtP	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	570	600	95.00	99.47	570	CAA21388.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_18265	contig_26	43109	44911	+	ybtQ	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	600	600	100.00	99.50	600	AAC69584.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_03625	contig_3	9829	10095	+	ymgB	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID	NA	NA	EXACTP	88	88	100.00	100.00	88	AAC74250.1	biofilm/acid-resistance regulator AriR	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_19445	contig_31	19465	20649	+	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTP	394	394	100.00	100.00	394	BAE77620.1	multidrug efflux MFS transporter EmrD	NA	NA
61-0631-EIEC-V5-col2B	NA	contig_38	33742	34071	+	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	INTERNAL_STOP	110	110	100.00	96.36	110	CAA77936.1	multidrug efflux SMR transporter EmrE	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_21855	contig_44	13614	13967	+	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL	ARSENIC	ARSENIC	EXACTP	117	117	100.00	100.00	117	BAE77793.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_21865	contig_44	15323	15748	+	arsC	glutaredoxin-dependent arsenate reductase	plus	STRESS	METAL	ARSENIC	ARSENATE	BLASTP	141	141	100.00	92.91	141	AAA21096.1	glutaredoxin-dependent arsenate reductase	NF007456.1	glutaredoxin-dependent arsenate reductase
61-0631-EIEC-V5-col2B	BCLNLJ_23255	contig_55	547	2748	-	iutA	ferric aerobactin receptor IutA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	733	731	99.73	89.85	729	AAN45165.2	ferric aerobactin receptor IutA	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_23260	contig_55	2830	4107	-	iucD	NADPH-dependent L-lysine N(6)-monooxygenase IucD	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	425	445	95.51	97.65	425	AAD44749.1	NADPH-dependent L-lysine N(6)-monooxygenase IucD	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_23265	contig_55	4104	5846	-	iucC	NIS family aerobactin synthetase IucC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	580	580	100.00	97.59	580	AAN82073.1	NIS family aerobactin synthetase IucC	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_23270	contig_55	5846	6793	-	iucB	N(6)-hydroxylysine O-acetyltransferase IucB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	315	315	100.00	96.19	315	AAN82074.1	N(6)-hydroxylysine O-acetyltransferase IucB	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_23275	contig_55	6794	8518	-	iucA	aerobactin synthase IucA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	574	576	100.00	95.31	576	EGI25746.1	aerobactin synthase IucA	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_23320	contig_56	445	798	-	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTP	117	117	100.00	97.44	117	KGL71342.1	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_23325	contig_56	826	2211	-	silC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTP	461	461	100.00	98.05	461	SPD96884.1	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_23330	contig_56	2401	3081	+	silR	copper/silver response regulator transcription factor SilR	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTP	226	226	100.00	97.79	226	SPD96883.1	copper/silver response regulator transcription factor SilR	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_23335	contig_56	3074	4555	+	silS	copper/silver sensor histidine kinase SilS	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTP	493	491	100.00	98.37	491	SPD96882.1	copper/silver sensor histidine kinase SilS	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_23340	contig_56	4800	5231	+	silE	silver-binding protein SilE	plus	STRESS	METAL	SILVER	SILVER	EXACTP	143	143	100.00	100.00	143	AAD11743.1	silver-binding protein SilE	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_23460	contig_58	133	1284	+	silB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	PARTIALP	383	430	89.07	97.13	383	AAD11748.1	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_23465	contig_58	1295	4441	+	silA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTP	1048	1048	100.00	98.66	1048	AAD11749.1	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_23475	contig_58	5095	7542	+	silP	Ag(+)-translocating P-type ATPase SilP	plus	STRESS	METAL	SILVER	SILVER	BLASTP	815	824	98.79	95.10	816	AAD11750.1	Ag(+)-translocating P-type ATPase SilP	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_23495	contig_58	9524	11341	+	pcoA	multicopper oxidase PcoA	plus	STRESS	METAL	COPPER	COPPER	BLASTP	605	605	100.00	99.50	605	CAA58525.1	multicopper oxidase PcoA	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_23500	contig_58	11341	12237	+	pcoB	copper-binding protein PcoB	plus	STRESS	METAL	COPPER	COPPER	EXACTP	298	296	100.00	100.00	296	CAA58526.1	copper-binding protein PcoB	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_23505	contig_58	12277	12657	+	pcoC	copper resistance system metallochaperone PcoC	plus	STRESS	METAL	COPPER	COPPER	EXACTP	126	126	100.00	100.00	126	CAA58527.1	copper resistance system metallochaperone PcoC	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_07090	contig_6	16213	16767	+	papA	P fimbria major subunit PapA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	184	185	100.00	98.38	185	CAA43562.1	P fimbria major subunit PapA	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_07095	contig_6	16831	17418	+	papH	P fimbrial minor subunit PapH	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	195	195	100.00	98.97	195	CAA43563.1	P fimbrial minor subunit PapH	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_07100	contig_6	17468	19987	+	papC	P fimbrial usher protein PapC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	839	836	100.00	96.31	841	CAA43564.1	P fimbrial usher protein PapC	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_07120	contig_6	21983	22504	+	papE	P fimbrial minor subunit PapE	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	173	173	100.00	97.69	173	CAA43568.1	P fimbrial minor subunit PapE	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_07125	contig_6	22579	23079	+	papF	P fimbrial tip protein PapF	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	166	167	100.00	91.62	167	CAA43569.1	P fimbrial tip protein PapF	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_07130	contig_6	23123	24133	+	papG-II	P fimbria tip G-adhesin PapG-II	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	336	337	100.00	98.81	337	AAA24293.1	P fimbria tip G-adhesin PapG-II	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_07265	contig_6	47883	49016	-	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	377	377	100.00	98.41	377	WP_063610930.1	extended-spectrum class C beta-lactamase EC-15	NF000185.2	BlaEC family class C beta-lactamase
61-0631-EIEC-V5-col2B	BCLNLJ_08275	contig_7	52489	53598	-	espX1	type III secretion system effector EspX1	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIALP	369	473	75.69	89.66	358	ADD54679.1	type III secretion system effector EspX1	NA	NA
61-0631-EIEC-V5-col2B	BCLNLJ_24345	contig_75	394	1233	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTP	279	279	100.00	100.00	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NF000294.1	sulfonamide-resistant dihydropteroate synthase Sul1
61-0631-EIEC-V5-col2B	BCLNLJ_24350	contig_75	1227	1574	-	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEP	115	115	100.00	100.00	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NF000276.2	quaternary ammonium compound efflux SMR transporter QacE
61-0631-EIEC-V5-col2B	BCLNLJ_24355	contig_75	1780	2568	-	aadA5	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	262	262	100.00	100.00	262	WP_000503573.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	NF012157.0	ANT(3'')-I family aminoglycoside nucleotidyltransferase
61-0631-EIEC-V5-col2B	BCLNLJ_24360	contig_75	2699	3172	-	dfrA17	trimethoprim-resistant dihydrofolate reductase DfrA17	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTP	157	157	100.00	100.00	157	WP_001389366.1	trimethoprim-resistant dihydrofolate reductase DfrA17	NF000330.1	trimethoprim-resistant dihydrofolate reductase DfrA
61-0631-EIEC-V5-col2B	BCLNLJ_24440	contig_78	2713	3588	-	blaCTX-M-15	extended-spectrum class A beta-lactamase CTX-M-15	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	291	291	100.00	100.00	291	WP_000239590.1	extended-spectrum class A beta-lactamase CTX-M-15	NF033089.1	CTX-M family extended-spectrum class A beta-lactamase
61-0631-EIEC-V5-col2B	BCLNLJ_24550	contig_82	2076	3281	+	tet(B)	tetracycline efflux MFS transporter Tet(B)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	401	401	100.00	100.00	401	WP_001089068.1	tetracycline efflux MFS transporter Tet(B)	NF012190.1	tetracycline efflux MFS transporter Tet(B)
61-0631-EIEC-V5-col2B	BCLNLJ_24565	contig_83	146	1051	+	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	301	301	100.00	100.00	301	WP_000219391.1	Mph(A) family macrolide 2'-phosphotransferase	NF000254.1	Mph(A) family macrolide 2'-phosphotransferase
61-0631-EIEC-V5-col2B	BCLNLJ_24690	contig_89	120	980	+	aac(3)-IIe	aminoglycoside N-acetyltransferase AAC(3)-IIe	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTP	286	286	100.00	100.00	286	WP_000557452.1	aminoglycoside N-acetyltransferase AAC(3)-IIe	NF033080.0	AAC(3)-II family aminoglycoside N-acetyltransferase
61-0631-EIEC-V5-col2B	NA	contig_94	77	517	-	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	PARTIALX	147	210	70.00	100.00	147	WP_000186237.1	type B-3 chloramphenicol O-acetyltransferase CatB3	NA	NA
61-0631-EIEC-V5-col2B	NA	contig_94	658	1485	-	blaOXA-1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	276	276	100.00	100.00	276	WP_001334766.1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	NF000388.2	OXA-1 family class D beta-lactamase
61-0631-EIEC-V5-col2B	NA	contig_94	1619	2170	-	aac(6')-Ib-cr5	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	core	AMR	AMR	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	ALLELEX	184	184	100.00	100.00	184	WP_063840321.1	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	NF033074.0	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
