Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
61-0767-ETEC-V1-col4A	GDIKFG_00050	contig_1	5642	8746	-	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	1034	1034	100.00	99.42	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF	NA	NA
61-0767-ETEC-V1-col4A	GDIKFG_01545	contig_1	305706	310253	+	sslE	lipoprotein metalloprotease SslE	plus	VIRULENCE	VIRULENCE	NA	NA	HMM	1515	1520	100.00	88.16	1520	ADE89421.1	lipoprotein metalloprotease SslE	NF037973.1	lipoprotein metalloprotease SslE
61-0767-ETEC-V1-col4A	GDIKFG_12125	contig_10	48726	49859	+	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	377	377	100.00	98.41	377	AAZ85968.1	cephalosporin-hydrolyzing class C beta-lactamase EC-8	NF000185.2	BlaEC family class C beta-lactamase
61-0767-ETEC-V1-col4A	GDIKFG_15235	contig_14	36351	37583	-	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	410	410	100.00	98.05	410	AAC77293.1	multidrug efflux MFS transporter MdtM	NA	NA
61-0767-ETEC-V1-col4A	GDIKFG_17780	contig_18	63147	64049	-	fieF	CDF family cation-efflux transporter FieF	plus	STRESS	METAL	NA	NA	EXACTP	300	300	100.00	100.00	300	BAE77395.1	CDF family cation-efflux transporter FieF	NA	NA
61-0767-ETEC-V1-col4A	NA	contig_195	95	208	+	astA	heat-stable enterotoxin EAST1	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	38	38	100.00	94.74	38	AAM88299.1	heat-stable enterotoxin EAST1	NA	NA
61-0767-ETEC-V1-col4A	GDIKFG_03970	contig_2	267902	268210	-	asr	acid resistance repetitive basic protein Asr	plus	STRESS	ACID	NA	NA	BLASTP	102	102	100.00	97.06	102	BAA15331.2	acid resistance repetitive basic protein Asr	NF033636.1	acid resistance repetitive basic protein Asr
61-0767-ETEC-V1-col4A	GDIKFG_22985	contig_35	29995	30567	+	lpfA	long polar fimbria major subunit LpfA-O113	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTP	190	190	100.00	100.00	190	ACB16424.1	long polar fimbria major subunit LpfA-O113	NA	NA
61-0767-ETEC-V1-col4A	GDIKFG_06595	contig_4	177449	179146	+	eilA	HilA family transcriptional regulator EilA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTP	565	565	100.00	100.00	565	CBG36837.1	HilA family transcriptional regulator EilA	NA	NA
61-0767-ETEC-V1-col4A	GDIKFG_06600	contig_4	179198	189454	-	air	inverse autotransporter adhesin EaeX/Air	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	3418	3418	100.00	92.57	3418	CAR15326.1	inverse autotransporter adhesin EaeX/Air	NA	NA
61-0767-ETEC-V1-col4A	GDIKFG_06685	contig_4	207331	208515	+	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	394	394	100.00	99.75	394	BAE77620.1	multidrug efflux MFS transporter EmrD	NA	NA
61-0767-ETEC-V1-col4A	NA	contig_45	52	165	-	astA	heat-stable enterotoxin EAST1	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	38	38	100.00	94.74	38	AAM88299.1	heat-stable enterotoxin EAST1	NA	NA
61-0767-ETEC-V1-col4A	GDIKFG_07900	contig_5	201975	203396	+	espX1	type III secretion system effector EspX1	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	473	473	100.00	92.60	473	ADD54679.1	type III secretion system effector EspX1	NA	NA
