Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
virulence_ecoli	astA	100.0	117 / 117	NODE_64_length_9004_cov_23.055226	550..666	 EAST-1 heat-stable toxin	AB042002
virulence_ecoli	capU	100.0	1089 / 1089	NODE_58_length_12233_cov_27.730174	4235..5323	 Hexosyltransferase homolog	CP000795
virulence_ecoli	gad	100.0	860 / 1401	NODE_112_length_860_cov_21.159642	1..860	  Glutamate decarboxylase	AP010953
virulence_ecoli	gad	100.0	860 / 1401	NODE_112_length_860_cov_21.159642	1..860	  Glutamate decarboxylase	CP002967
virulence_ecoli	gad	100.0	860 / 1401	NODE_112_length_860_cov_21.159642	1..860	  Glutamate decarboxylase	EF547380
virulence_ecoli	gad	100.0	860 / 1401	NODE_112_length_860_cov_21.159642	1..860	  Glutamate decarboxylase	U00096
virulence_ecoli	hlyE	99.13	918 / 918	NODE_5_length_217746_cov_10.139891	10065..10981	  Avian E.coli haemolysin	ECU57430
virulence_ecoli	iss	99.32	294 / 294	NODE_39_length_36733_cov_12.471628	2622..2915	  Increased serum survival	CP001509
virulence_ecoli	lpfA	100.0	573 / 573	NODE_43_length_31940_cov_13.100524	1383..1955	  Long polar fimbriae	AY646923
virulence_ecoli	ltcA	100.0	777 / 777	NODE_75_length_4439_cov_34.745759	1914..2690	  Heat-labile enterotoxin A subunit	JX504011
virulence_ecoli	terC	100.0	714 / 714	NODE_34_length_45884_cov_12.872443	22360..23073	  Tellurium ion resistance protein	CP007491
virulence_ecoli	terC	100.0	966 / 966	NODE_22_length_74631_cov_11.942498	64540..65505	  Tellurium ion resistance protein	MG591698
