Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
virulence_ecoli	cba	94.7	943 / 1536	NODE_90_length_7401_cov_1377.692927	1493..2435	  Colicin B	FJ664721
virulence_ecoli	cif	99.76	851 / 849	NODE_31_length_56152_cov_43.448043	1119..1969	  Type III secreted effector	AF497476
virulence_ecoli	eae	100.0	2847 / 2847	NODE_41_length_40901_cov_65.622183	26035..28881	  Intimin	AJ303141
virulence_ecoli	efa1	99.99	9672 / 9672	NODE_63_length_18047_cov_65.974791	672..10343	  EHEC factor for adherence	AJ303141
virulence_ecoli	ehxA	100.0	2997 / 2997	NODE_72_length_12077_cov_157.275333	1343..4339	 Enterohaemolysin	HM138194
virulence_ecoli	espA	100.0	579 / 579	NODE_41_length_40901_cov_65.622183	31631..32209	  Type III secretions system	AJ303141
virulence_ecoli	espB	100.0	945 / 945	NODE_41_length_40901_cov_65.622183	33385..34329	  Secreted protein B	AP010958
virulence_ecoli	espF	99.89	885 / 885	NODE_41_length_40901_cov_65.622183	35501..36385	  Type III secretion system	AP010958
virulence_ecoli	espJ	99.24	654 / 654	NODE_40_length_41424_cov_44.841778	38299..38952	  Prophage-encoded type III secretion system effector	AB303060
virulence_ecoli	espP	100.0	3903 / 3903	NODE_104_length_4937_cov_140.508848	481..4383	 Extracellular serine protease plasmid-encoded	GQ259888
virulence_ecoli	hlyE	99.13	918 / 918	NODE_10_length_135671_cov_44.645058	39472..40388	  Avian E.coli haemolysin	ECU57430
virulence_ecoli	iha	100.0	2091 / 2091	NODE_57_length_24849_cov_46.271597	15437..17527	  Adherence protein	AE005174
virulence_ecoli	iss	98.98	294 / 294	NODE_81_length_9478_cov_55.282098	3788..4081	  Increased serum survival	CP001509
virulence_ecoli	iucC	100.0	1743 / 1743	NODE_78_length_11566_cov_56.846984	4479..6221	  Aerobactin synthetase	AAJW02000016
virulence_ecoli	iutA	100.0	2199 / 2199	NODE_78_length_11566_cov_56.846984	7558..9756	  Ferric aerobactin receptor	AAJW02000016
virulence_ecoli	katP	100.0	2211 / 2211	NODE_128_length_2961_cov_127.557212	545..2755	  Plasmid-encoded catalase peroxidase	AB011549
virulence_ecoli	nleA	100.0	1239 / 1239	NODE_31_length_56152_cov_43.448043	3407..4645	  Non-LEE encoded effector A	AB303062
virulence_ecoli	nleB	100.0	990 / 990	NODE_63_length_18047_cov_65.974791	12944..13933	  Non-LEE encoded effector B	AF453441
virulence_ecoli	nleC	99.8	987 / 987	NODE_76_length_11856_cov_41.569573	511..1497	  Non-LEE encoded effector C	AP010953
virulence_ecoli	ompT	100.0	954 / 954	NODE_61_length_21133_cov_51.289324	7993..8946	  Outer membrane protease (protein protease 7)	CYAG01000051
virulence_ecoli	stx1A	100.0	948 / 948	NODE_68_length_14642_cov_56.874356	12722..13669	  Shiga toxin 1, subunit A, variant a	AF461168
virulence_ecoli	stx1B	100.0	270 / 270	NODE_68_length_14642_cov_56.874356	13679..13948	  Shiga toxin 1, subunit B, variant a	AM230663
virulence_ecoli	tccP	99.8	501 / 753	NODE_54_length_26433_cov_44.213120	25461..25961	  Tir-cytoskeleton coupling protein	AP010953
virulence_ecoli	terC	100.0	1041 / 1041	NODE_57_length_24849_cov_46.271597	11803..12843	  Tellurium ion resistance protein	CP006262
virulence_ecoli	terC	100.0	714 / 714	NODE_17_length_91610_cov_49.193930	39725..40438	  Tellurium ion resistance protein	CP007491
virulence_ecoli	terC	99.79	966 / 966	NODE_8_length_161032_cov_46.828952	94926..95891	  Tellurium ion resistance protein	MG591698
virulence_ecoli	tir	100.0	1617 / 1617	NODE_41_length_40901_cov_65.622183	23755..25371	  Translocated intimin receptor protein	AJ303141
virulence_ecoli	toxB	99.98	9501 / 9501	NODE_64_length_17284_cov_161.292672	2934..12433	  Toxin B	AB456530
virulence_ecoli	traT	100.0	423 / 423	NODE_79_length_10308_cov_57.635910	277..699	  Outer membrane protein complement resistance	AKKX01000148
virulence_ecoli	traT	100.0	129 / 129	NODE_94_length_6546_cov_51.656979	75..203	  Outer membrane protein complement resistance	AMTE01000156
stx	stx1	100.0	1227 / 1227	NODE_68_length_14642_cov_56.874356	12722..13948	O157 FLY16, variant a	AF461168
