Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
virulence_ecoli	afaA	100.0	384 / 384	RDEx44_Contig_13	129650..130033	  Transcriptional regulator	GQ916596
virulence_ecoli	afaB	100.0	768 / 768	RDEx44_Contig_13	128805..129572	  Periplasmic chaperone	GQ497943
virulence_ecoli	afaB	100.0	768 / 768	RDEx44_Contig_13	128805..129572	  Periplasmic chaperone	GQ497943
virulence_ecoli	afaC	100.0	2589 / 2589	RDEx44_Contig_13	126048..128636	  Outer membrane usher protein	AP017620
virulence_ecoli	afaD	100.0	420 / 420	RDEx44_Contig_13	125613..126032	  Afimbrial adhesion	AF072900
virulence_ecoli	afaE8	100.0	513 / 513	RDEx44_Contig_13	124566..125078		GQ497943
virulence_ecoli	cia	99.61	1275 / 1275	RDEx44_Contig_152	9715..10989	  Colicin ia	AMTQ01000007
virulence_ecoli	cia	99.32	147 / 147	RDEx44_Contig_152	9056..9202	  Colicin ia	QMGM01000002
virulence_ecoli	cia	98.64	147 / 147	RDEx44_Contig_179	2205..2351	  Colicin ia	QMGM01000002
virulence_ecoli	cvaC	100.0	312 / 312	RDEx44_Contig_153	3725..4036	  Microcin C	X57525
virulence_ecoli	eae	100.0	2847 / 2847	RDEx44_Contig_57	13694..16540	  Intimin	AJ705051
virulence_ecoli	efa1	99.98	9672 / 9672	RDEx44_Contig_103	8063..17734	  EHEC factor for adherence	AP010958
virulence_ecoli	ehxA	100.0	2997 / 2997	RDEx44_Contig_44	955..3951	 Enterohaemolysin	HM138194
virulence_ecoli	espA	99.65	579 / 579	RDEx44_Contig_57	10261..10839	  Type III secretions system	FM201463
virulence_ecoli	espB	99.79	945 / 945	RDEx44_Contig_57	8141..9085	  Secreted protein B	AP010958
virulence_ecoli	espF	98.39	870 / 885	RDEx44_Contig_57	6100..6969	  Type III secretion system	AP010958
virulence_ecoli	espP	100.0	3903 / 3903	RDEx44_Contig_55	1518..5420	 Extracellular serine protease plasmid-encoded	GQ259888
virulence_ecoli	etsC	100.0	1371 / 1371	RDEx44_Contig_72	6425..7795	  Putative type I secretion outer membrane protein	DQ381420
virulence_ecoli	etsC	100.0	942 / 942	RDEx44_Contig_72	4687..5628	  Putative type I secretion outer membrane protein	KU664810
virulence_ecoli	hlyE	97.82	918 / 918	RDEx44_Contig_42	56234..57139	  Avian E.coli haemolysin	ECU57430
virulence_ecoli	hlyF	100.0	1110 / 1110	RDEx44_Contig_142	5767..6876	  Hemolysin F	NC_004998
virulence_ecoli	hra	99.73	747 / 747	RDEx44_Contig_43	684..1430	  Heat-resistant agglutinin	LM995856
virulence_ecoli	iroN	100.0	2178 / 2178	RDEx44_Contig_111	7127..9304	  Enterobactin siderophore receptor protein	AF449498
virulence_ecoli	iss	98.98	294 / 294	RDEx44_Contig_47	369..662	  Increased serum survival	CP001509
virulence_ecoli	iss	100.0	309 / 309	RDEx44_Contig_111	19783..20091	  Increased serum survival	DQ381420
virulence_ecoli	iucC	100.0	1743 / 1743	RDEx44_Contig_130	4027..5769	  Aerobactin synthetase	CBTO010000002
virulence_ecoli	iutA	100.0	2202 / 2202	RDEx44_Contig_130	470..2671	  Ferric aerobactin receptor	LN831046
virulence_ecoli	mchB	96.07	305 / 294	RDEx44_Contig_17	7625..7929	  Microcin H47 part of colicin H	AE014075
virulence_ecoli	mchC	99.68	1551 / 1551	RDEx44_Contig_17	8201..9751	  MchC protein	CP003289
virulence_ecoli	mchF	100.0	1929 / 2097	RDEx44_Contig_111	18..1946	  ABC transporter protein MchF	CP002089
virulence_ecoli	mchF	99.76	2103 / 2103	RDEx44_Contig_17	11649..13751	  ABC transporter protein MchF	CP003301
virulence_ecoli	nleA	99.84	1242 / 1242	RDEx44_Contig_95	48367..49608	  Non-LEE encoded effector A	AM421996
virulence_ecoli	nleB	99.9	981 / 981	RDEx44_Contig_83	304..1284	  Non-LEE encoded effector B	AE005174
virulence_ecoli	nleB	100.0	990 / 990	RDEx44_Contig_103	4477..5466	  Non-LEE encoded effector B	AF453441
virulence_ecoli	nleC	99.63	821 / 993	RDEx44_Contig_99	70780..71600	  Non-LEE encoded effector C	AE005174
virulence_ecoli	nleC	100.0	987 / 987	RDEx44_Contig_89	1065..2051	  Non-LEE encoded effector C	AP010960
virulence_ecoli	ompT	100.0	954 / 954	RDEx44_Contig_93	10266..11219	  Outer membrane protease (protein protease 7)	JHDP01000010
virulence_ecoli	ompT	99.9	954 / 954	RDEx44_Contig_142	7309..8262	  Outer membrane protease (protein protease 7)	LT985319
virulence_ecoli	sitA	100.0	915 / 915	RDEx44_Contig_130	14271..15185	  Iron transport protein	CYBK01000044
virulence_ecoli	stx2A	100.0	960 / 960	RDEx44_Contig_86	14992..15951	  Shiga toxin 2, subunit A, variant d	EF584538
virulence_ecoli	stx2B	100.0	270 / 270	RDEx44_Contig_86	15963..16232	  Shiga toxin 2, subunit B, variant d	EF584538
virulence_ecoli	terC	99.3	714 / 714	RDEx44_Contig_41	217138..217851	  Tellurium ion resistance protein	CP007491
virulence_ecoli	terC	99.9	959 / 966	RDEx44_Contig_9	13045..14003	  Tellurium ion resistance protein	MG591698
virulence_ecoli	tir	98.7	1617 / 1617	RDEx44_Contig_57	17204..18820	  Translocated intimin receptor protein	AJ303141
virulence_ecoli	traT	100.0	732 / 732	RDEx44_Contig_4	40548..41279	  Outer membrane protein complement resistance	CXZR01000026
stx	stx2	100.0	1241 / 1241	RDEx44_Contig_86	14992..16232	O55 06-5231, varinat d	EF584538
