Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
virulence_ecoli	cif	99.76	851 / 849	NODE_30_length_56152_cov_24.855194	54184..55034	  Type III secreted effector	AF497476
virulence_ecoli	eae	100.0	2847 / 2847	NODE_42_length_40901_cov_41.455443	26035..28881	  Intimin	AJ303141
virulence_ecoli	efa1	99.99	9672 / 9672	NODE_64_length_18047_cov_41.910017	7705..17376	  EHEC factor for adherence	AJ303141
virulence_ecoli	ehxA	100.0	2997 / 2997	NODE_73_length_12077_cov_103.667167	1343..4339	 Enterohaemolysin	HM138194
virulence_ecoli	espA	100.0	579 / 579	NODE_42_length_40901_cov_41.455443	31631..32209	  Type III secretions system	AJ303141
virulence_ecoli	espB	100.0	945 / 945	NODE_42_length_40901_cov_41.455443	33385..34329	  Secreted protein B	AP010958
virulence_ecoli	espF	99.89	885 / 885	NODE_42_length_40901_cov_41.455443	35501..36385	  Type III secretion system	AP010958
virulence_ecoli	espJ	99.24	654 / 654	NODE_40_length_41424_cov_26.200595	38299..38952	  Prophage-encoded type III secretion system effector	AB303060
virulence_ecoli	espP	100.0	3903 / 3903	NODE_99_length_4937_cov_94.099794	481..4383	 Extracellular serine protease plasmid-encoded	GQ259888
virulence_ecoli	hlyE	99.13	918 / 918	NODE_10_length_135700_cov_26.467988	40562..41478	  Avian E.coli haemolysin	ECU57430
virulence_ecoli	iha	100.0	2091 / 2091	NODE_56_length_24945_cov_26.969077	15437..17527	  Adherence protein	AE005174
virulence_ecoli	iss	98.98	294 / 294	NODE_79_length_10327_cov_35.408488	3913..4206	  Increased serum survival	CP001509
virulence_ecoli	iucC	100.0	1743 / 1743	NODE_66_length_16917_cov_31.775772	10688..12430	  Aerobactin synthetase	AAJW02000016
virulence_ecoli	iutA	100.0	2199 / 2199	NODE_66_length_16917_cov_31.775772	7153..9351	  Ferric aerobactin receptor	AAJW02000016
virulence_ecoli	katP	100.0	2211 / 2211	NODE_126_length_2961_cov_78.490638	545..2755	  Plasmid-encoded catalase peroxidase	AB011549
virulence_ecoli	nleA	100.0	1239 / 1239	NODE_30_length_56152_cov_24.855194	51508..52746	  Non-LEE encoded effector A	AB303062
virulence_ecoli	nleB	100.0	990 / 990	NODE_64_length_18047_cov_41.910017	4115..5104	  Non-LEE encoded effector B	AF453441
virulence_ecoli	nleC	99.8	987 / 987	NODE_76_length_11810_cov_23.427597	465..1451	  Non-LEE encoded effector C	AP010953
virulence_ecoli	ompT	100.0	954 / 954	NODE_62_length_21187_cov_30.995642	8047..9000	  Outer membrane protease (protein protease 7)	CYAG01000051
virulence_ecoli	stx1A	100.0	948 / 948	NODE_70_length_14436_cov_33.292151	768..1715	  Shiga toxin 1, subunit A, variant a	AF461168
virulence_ecoli	stx1B	100.0	270 / 270	NODE_70_length_14436_cov_33.292151	489..758	  Shiga toxin 1, subunit B, variant a	AM230663
virulence_ecoli	tccP	99.8	501 / 753	NODE_54_length_26433_cov_24.989073	25461..25961	  Tir-cytoskeleton coupling protein	AP010953
virulence_ecoli	terC	100.0	1041 / 1041	NODE_56_length_24945_cov_26.969077	11803..12843	  Tellurium ion resistance protein	CP006262
virulence_ecoli	terC	100.0	714 / 714	NODE_17_length_91390_cov_30.165267	39725..40438	  Tellurium ion resistance protein	CP007491
virulence_ecoli	terC	99.79	966 / 966	NODE_8_length_161032_cov_28.540399	94926..95891	  Tellurium ion resistance protein	MG591698
virulence_ecoli	tir	100.0	1617 / 1617	NODE_42_length_40901_cov_41.455443	23755..25371	  Translocated intimin receptor protein	AJ303141
virulence_ecoli	toxB	99.98	9501 / 9501	NODE_65_length_17284_cov_109.002325	2934..12433	  Toxin B	AB456530
virulence_ecoli	traT	100.0	423 / 423	NODE_80_length_10308_cov_33.273776	9610..10032	  Outer membrane protein complement resistance	AKKX01000148
virulence_ecoli	traT	100.0	129 / 129	NODE_95_length_6546_cov_31.655743	75..203	  Outer membrane protein complement resistance	AMTE01000156
stx	stx1	100.0	1227 / 1227	NODE_70_length_14436_cov_33.292151	489..1715	O157 FLY16, variant a	AF461168
