1.easyfig.fa	2.easyfig.fa	100.000	10771	0	0	8608	19378	10771	1	0.0	19425
1.easyfig.fa	2.easyfig.fa	99.814	8608	2	1	1	8608	19519	10926	0.0	15460
1.easyfig.fa	2.easyfig.fa	100.000	821	0	0	7787	8607	13732	12912	0.0	1481
1.easyfig.fa	2.easyfig.fa	99.878	821	1	0	5788	6608	11747	10927	0.0	1477
1.easyfig.fa	2.easyfig.fa	97.179	319	9	0	912	1230	17302	16984	3.24e-153	535
1.easyfig.fa	2.easyfig.fa	97.179	319	9	0	2218	2536	18608	18290	3.24e-153	535
1.easyfig.fa	2.easyfig.fa	100.000	120	0	0	5669	5788	9692	9811	1.14e-57	217
1.easyfig.fa	2.easyfig.fa	100.000	120	0	0	9568	9687	13732	13851	1.14e-57	217
1.easyfig.fa	2.easyfig.fa	80.851	47	9	0	4035	4081	15439	15485	1.48e-05	45.5
1.easyfig.fa	2.easyfig.fa	84.211	38	6	0	9652	9689	4661	4624	5.17e-05	42.8
1.easyfig.fa	2.easyfig.fa	84.211	38	6	0	14718	14755	9727	9690	5.17e-05	42.8
1.easyfig.fa	2.easyfig.fa	83.333	36	6	0	5669	5704	4626	4661	6.30e-04	39.2
1.easyfig.fa	2.easyfig.fa	83.333	36	6	0	14718	14753	13816	13851	6.30e-04	39.2
1.easyfig.fa	2.easyfig.fa	83.333	30	5	0	946	975	17044	17073	0.093	32.8
1.easyfig.fa	2.easyfig.fa	83.333	30	5	0	2252	2281	17044	17073	0.093	32.8
1.easyfig.fa	2.easyfig.fa	83.333	30	5	0	1141	1170	17239	17268	0.093	32.8
1.easyfig.fa	2.easyfig.fa	83.333	30	5	0	2447	2476	17239	17268	0.093	32.8
1.easyfig.fa	2.easyfig.fa	83.333	30	5	0	946	975	18350	18379	0.093	32.8
1.easyfig.fa	2.easyfig.fa	83.333	30	5	0	2252	2281	18350	18379	0.093	32.8
1.easyfig.fa	2.easyfig.fa	83.333	30	5	0	1141	1170	18545	18574	0.093	32.8
1.easyfig.fa	2.easyfig.fa	83.333	30	5	0	2447	2476	18545	18574	0.093	32.8
1.easyfig.fa	2.easyfig.fa	69.643	56	7	1	15969	16014	2878	2823	0.33	30.1
1.easyfig.fa	2.easyfig.fa	69.643	56	7	1	16501	16556	3410	3365	0.33	30.1
1.easyfig.fa	2.easyfig.fa	100.000	16	0	0	7786	7801	10925	10940	0.33	30.1
1.easyfig.fa	2.easyfig.fa	82.143	28	5	0	10055	10082	9240	9213	1.1	29.2
1.easyfig.fa	2.easyfig.fa	82.143	28	5	0	10139	10166	9324	9297	1.1	29.2
1.easyfig.fa	2.easyfig.fa	94.444	18	1	0	8594	8611	13718	13735	1.1	29.2
1.easyfig.fa	2.easyfig.fa	100.000	15	0	0	5788	5802	10926	10940	1.1	28.3
1.easyfig.fa	2.easyfig.fa	100.000	15	0	0	8594	8608	11733	11747	1.1	28.3
1.easyfig.fa	2.easyfig.fa	100.000	14	0	0	13517	13530	5849	5862	4.0	26.5
1.easyfig.fa	2.easyfig.fa	100.000	14	0	0	2379	2392	7573	7560	4.0	26.5
1.easyfig.fa	2.easyfig.fa	100.000	14	0	0	1073	1086	7573	7560	4.0	26.5
1.easyfig.fa	2.easyfig.fa	100.000	14	0	0	6595	6608	11733	11746	4.0	26.5
1.easyfig.fa	2.easyfig.fa	100.000	14	0	0	5789	5802	12912	12925	4.0	26.5
1.easyfig.fa	2.easyfig.fa	100.000	14	0	0	7788	7801	12912	12925	4.0	26.5
1.easyfig.fa	2.easyfig.fa	100.000	14	0	0	6595	6608	13718	13731	4.0	26.5
1.easyfig.fa	2.easyfig.fa	100.000	14	0	0	11806	11819	17141	17128	4.0	26.5
1.easyfig.fa	2.easyfig.fa	100.000	14	0	0	11806	11819	18447	18434	4.0	26.5
