2.easyfig.fa	3.easyfig.fa	98.205	11252	178	14	509	11747	1176	12416	0.0	19340
2.easyfig.fa	3.easyfig.fa	98.673	6407	82	3	12912	19316	11596	18001	0.0	11161
2.easyfig.fa	3.easyfig.fa	97.179	319	9	0	18290	18608	15668	15986	3.01e-153	535
2.easyfig.fa	3.easyfig.fa	96.835	316	10	0	16987	17302	16977	17292	1.56e-150	526
2.easyfig.fa	3.easyfig.fa	100.000	120	0	0	13732	13851	10480	10361	1.05e-57	217
2.easyfig.fa	3.easyfig.fa	100.000	120	0	0	9692	9811	12535	12416	1.05e-57	217
2.easyfig.fa	3.easyfig.fa	80.851	47	9	0	15439	15485	14169	14123	1.38e-05	45.5
2.easyfig.fa	3.easyfig.fa	84.211	38	6	0	9690	9727	5293	5330	4.80e-05	42.8
2.easyfig.fa	3.easyfig.fa	84.211	38	6	0	4624	4661	10359	10396	4.80e-05	42.8
2.easyfig.fa	3.easyfig.fa	83.333	36	6	0	13816	13851	5330	5295	5.85e-04	39.2
2.easyfig.fa	3.easyfig.fa	83.333	36	6	0	4626	4661	12535	12500	5.85e-04	39.2
2.easyfig.fa	3.easyfig.fa	83.333	30	5	0	18545	18574	15757	15728	0.087	32.8
2.easyfig.fa	3.easyfig.fa	83.333	30	5	0	17239	17268	15757	15728	0.087	32.8
2.easyfig.fa	3.easyfig.fa	83.333	30	5	0	18350	18379	15952	15923	0.087	32.8
2.easyfig.fa	3.easyfig.fa	83.333	30	5	0	17044	17073	15952	15923	0.087	32.8
2.easyfig.fa	3.easyfig.fa	83.333	30	5	0	18545	18574	17063	17034	0.087	32.8
2.easyfig.fa	3.easyfig.fa	83.333	30	5	0	17239	17268	17063	17034	0.087	32.8
2.easyfig.fa	3.easyfig.fa	69.643	56	7	1	2823	2878	4034	4079	0.30	30.1
2.easyfig.fa	3.easyfig.fa	100.000	16	0	0	11733	11748	11609	11594	0.30	30.1
2.easyfig.fa	3.easyfig.fa	82.143	28	5	0	9297	9324	9882	9909	1.1	29.2
2.easyfig.fa	3.easyfig.fa	82.143	28	5	0	9213	9240	9966	9993	1.1	29.2
2.easyfig.fa	3.easyfig.fa	100.000	15	0	0	13718	13732	11609	11595	1.1	28.3
2.easyfig.fa	3.easyfig.fa	100.000	15	0	0	10926	10940	12416	12402	1.1	28.3
2.easyfig.fa	3.easyfig.fa	100.000	14	0	0	5849	5862	6531	6518	3.7	26.5
2.easyfig.fa	3.easyfig.fa	100.000	14	0	0	17128	17141	8229	8242	3.7	26.5
2.easyfig.fa	3.easyfig.fa	100.000	14	0	0	18434	18447	8229	8242	3.7	26.5
2.easyfig.fa	3.easyfig.fa	100.000	14	0	0	12912	12925	12415	12402	3.7	26.5
2.easyfig.fa	3.easyfig.fa	100.000	14	0	0	7560	7573	15812	15825	3.7	26.5
2.easyfig.fa	3.easyfig.fa	100.000	14	0	0	7560	7573	17118	17131	3.7	26.5
